tile,n_pixels,rmse,mae,bias,r2,true_mean,true_std,pred_mean,cci_sd_mean,cci_sd_rms,frac_sd_gt0,rmse_over_cci_sd,frac_within_1sd,frac_within_2sd
lat+57.2294_lon+012.7489_00010,65536,28.03322982788086,22.254985809326172,11.201878547668457,0.6516367730402928,80.51834106445312,47.495994567871094,91.72021484375,32.40264892578125,36.81147384643555,0.9458770751953125,0.761535108089447,0.6917356305150913,0.8700898546516317
lat+56.0820_lon+013.5130_00047,65536,28.03929901123047,21.85730743408203,11.164117813110352,0.6653111146586381,86.94586181640625,48.467041015625,98.10997772216797,38.73260498046875,45.80160140991211,0.940093994140625,0.6121903657913208,0.7383217010225612,0.8906346372342152
lat+56.1580_lon+013.4007_00069,65536,28.251483917236328,22.201534271240234,13.627082824707031,0.6232459113424478,74.07038879394531,46.02695846557617,87.69747161865234,31.467147827148438,38.39741134643555,0.920318603515625,0.7357653379440308,0.6672248565838778,0.858623205225984
lat+64.1017_lon+018.4355_00029,65536,28.270397186279297,22.500965118408203,20.3190860748291,0.37922038690232096,48.958526611328125,35.88088607788086,69.2776107788086,27.137283325195312,33.6238899230957,0.814361572265625,0.8407830595970154,0.6579164324526888,0.8755855349447255
lat+63.5770_lon+018.4623_00060,65536,28.53679656982422,23.853816986083984,20.861530303955078,0.40297364746624154,73.55804443359375,36.93247985839844,94.41957092285156,36.92478942871094,40.746707916259766,0.9442138671875,0.700346052646637,0.7657401422107305,0.9343083387201034
lat+59.8198_lon+012.8188_00076,65536,28.726165771484375,23.366426467895508,-14.170544624328613,0.6470688921727138,108.64280700683594,48.35403060913086,94.4722671508789,58.592559814453125,64.15099334716797,0.9376373291015625,0.44778987765312195,0.9287376523621215,0.9682175462578724
lat+65.2132_lon+015.9358_00083,65536,30.21634864807129,25.017601013183594,22.189891815185547,0.19498276529000658,54.48072814941406,33.67746353149414,76.67062377929688,31.061386108398438,36.9266242980957,0.8763427734375,0.818280816078186,0.6685993871012675,0.8835318289455356
lat+58.0287_lon+015.4000_00063,65536,30.2584171295166,24.548053741455078,-12.609712600708008,0.6934894311710023,94.65838623046875,54.65419387817383,82.04867553710938,39.21861267089844,46.279441833496094,0.8627777099609375,0.6538198590278625,0.7920697522239711,0.9381886351979909
lat+65.4662_lon+019.7724_00006,65536,30.429885864257812,24.051652908325195,22.042510986328125,0.13618099997244204,46.50141906738281,32.74077224731445,68.54393005371094,26.010696411132812,31.603130340576172,0.82586669921875,0.9628756642341614,0.5936922622126968,0.8838592860838076
lat+64.9773_lon+016.5909_00094,65536,30.796213150024414,24.61735725402832,21.44631576538086,0.19485284364118716,52.8414306640625,34.320980072021484,74.28775024414062,26.708389282226562,32.06596374511719,0.845458984375,0.9604018926620483,0.5960511117528154,0.8910446144961016
lat+64.1198_lon+017.0719_00052,65536,30.823488235473633,25.27907371520996,22.261978149414062,0.22986500030525903,57.99676513671875,35.1235466003418,80.25874328613281,27.860794067382812,32.388484954833984,0.933746337890625,0.9516804814338684,0.5877046769291107,0.8197535706114979
